0.0 , 126577691.0 , 717.0 , 1.0 , 126577690.0
0.01 , 126577688.849 , 718.4339999634469 , 1.718433999963447 , 126577689.281566
0.03 , 126577684.53839608 , 721.3077357432508 , 3.1610494714499486 , 126577687.83895053
0.06 , 126577678.04662679 , 725.6355814933727 , 5.337956215930067 , 126577685.66204378
0.1 , 126577669.3390007 , 731.4406646552001 , 8.263718874550868 , 126577682.73628113
0.15000000000000002 , 126577658.36739261 , 738.7550684731949 , 11.957494216916842 , 126577679.04250579
0.21000000000000002 , 126577645.06980482 , 747.6201244696867 , 16.443214963734963 , 126577674.55678503
0.28 , 126577629.3697879 , 758.0867985679791 , 21.749822553710818 , 126577669.25017744
0.36000000000000004 , 126577611.1757136 , 770.2161758712463 , 27.91155196068079 , 126577663.08844803
0.45000000000000007 , 126577590.37988997 , 784.0800505057425 , 34.96827241523247 , 126577656.03172758
0.55 , 126577566.85750715 , 799.7616284459978 , 42.96588869969245 , 126577648.0341113
0.66 , 126577540.4653993 , 817.3563528845306 , 51.95680858142229 , 126577639.04319142
0.78 , 126577511.04060559 , 836.9728635195758 , 62.0004829436572 , 126577628.99951705
0.91 , 126577478.39871033 , 858.7341031453185 , 73.16402628454634 , 126577617.83597371
1.05 , 126577442.33193856 , 882.7785871783323 , 85.52292650504299 , 126577605.47707349
1.2 , 126577402.60698019 , 909.2618542846586 , 99.16185431931287 , 126577591.83814567
1.3599999999999999 , 126577358.96251063 , 938.3581191337169 , 114.17558422545234 , 126577576.82441577
1.5299999999999998 , 126577311.10637209 , 970.2621515547687 , 130.6700408018834 , 126577560.3299592
1.7099999999999997 , 126577258.71237315 , 1005.1914100744266 , 148.76348618322308 , 126577542.23651382
1.8999999999999997 , 126577201.41665846 , 1043.3884620453496 , 168.58786696208472 , 126577522.41213304
2.0999999999999996 , 126577138.81359288 , 1085.1237274245711 , 190.29034151057613 , 126577500.70965849
2.3099999999999996 , 126577070.45109628 , 1130.6985888268437 , 214.03501187593986 , 126577476.96498813
2.53 , 126576995.82535528 , 1180.4489168827704 , 240.0048880473608 , 126577450.99511196
2.76 , 126576914.37482734 , 1234.7490673119323 , 268.40411659553524 , 126577422.5958834
3.0 , 126576825.47343996 , 1294.0164146396994 , 299.46051054688803 , 126577391.53948945
3.25 , 126576728.42287248 , 1358.7164973325046 , 333.42842298020065 , 126577357.57157701
3.51 , 126576622.44379163 , 1429.3688605221896 , 370.5920133537776 , 126577320.40798664
3.78 , 126576506.66589132 , 1506.553695696224 , 411.2689631375756 , 126577279.73103686
4.06 , 126576380.11656496 , 1590.919392053269 , 455.81470611506717 , 126577235.18529388
4.35 , 126576241.70801127 , 1683.1911320226893 , 504.62724894372514 , 126577186.37275106
4.6499999999999995 , 126576090.2225439 , 1784.1806841459686 , 558.1526694681042 , 126577132.84733053
4.959999999999999 , 126575924.2958387 , 1894.7975706169343 , 616.8913941572292 , 126577074.10860585
5.279999999999999 , 126575742.39781079 , 2016.0618148653764 , 681.4053722329213 , 126577009.59462777
5.609999999999999 , 126575542.8107637 , 2149.1185073406923 , 752.3262829751642 , 126576938.67371702
5.949999999999999 , 126575323.60439624 , 2295.2544659309897 , 830.3649348168178 , 126576860.63506518
6.299999999999999 , 126575082.6071848 , 2455.917312211672 , 916.3220407442263 , 126576774.67795925
6.659999999999999 , 126574817.37358087 , 2632.7373371084987 , 1011.1005848801323 , 126576679.89941512
7.029999999999999 , 126574525.14637089 , 2827.55259094998 , 1115.7200307452815 , 126576575.27996926
7.409999999999999 , 126574202.81343764 , 3042.4377048945744 , 1231.3326635312753 , 126576459.66733646
7.799999999999999 , 126573846.85803574 , 3279.737035276186 , 1359.2424079070465 , 126576331.7575921
8.2 , 126573453.30154411 , 3542.102821808089 , 1500.92652077937 , 126576190.07347922
8.61 , 126573017.63748313 , 3832.5391675477476 , 1658.0606266488278 , 126576032.93937334
9.03 , 126572534.75537713 , 4154.452786302317 , 1832.547643673525 , 126575858.45235632
9.459999999999999 , 126571998.85279901 , 4511.711625621941 , 2026.5512435752685 , 126575664.44875643
9.899999999999999 , 126571403.3336459 , 4908.71266531087 , 2242.534600848947 , 126575448.46539915
10.349999999999998 , 126570740.6903541 , 5350.460418011797 , 2483.305319659478 , 126575207.69468033
10.809999999999999 , 126570002.36735953 , 5842.657926496098 , 2752.0675842782985 , 126574938.93241572
11.28 , 126569178.60263239 , 6391.812369733498 , 3052.4827656557727 , 126574638.51723434
11.76 , 126568258.24354981 , 7005.357766097209 , 3388.7399384284386 , 126574302.26006158
12.25 , 126567228.53269948 , 7691.797708549813 , 3765.6380261473796 , 126573925.36197385
12.75 , 126566074.85840975 , 8460.87159698915 , 4188.681605996837 , 126573502.318394
13.26 , 126564780.46385399 , 9323.748463491422 , 4664.192777634899 , 126573026.80722237
13.78 , 126563326.1074487 , 10293.253236656 , 5199.441945941011 , 126572491.55805406
14.309999999999999 , 126561689.6659196 , 11384.131185308406 , 5802.800898762356 , 126571888.19910124
14.849999999999998 , 126559845.66980605 , 12613.357347947183 , 6483.922195551504 , 126571207.07780445
15.399999999999999 , 126557764.75925846 , 14000.499026835345 , 7253.949642027448 , 126570437.05035797
15.959999999999999 , 126555413.04569407 , 15568.14094586986 , 8125.765534996161 , 126569565.234465
16.529999999999998 , 126552751.362137 , 17342.384489125783 , 9114.28145087633 , 126568576.71854912
17.109999999999996 , 126549734.38178952 , 19353.434612313984 , 10236.78065839054 , 126567454.2193416
17.699999999999996 , 126546309.58044998 , 21636.29062471169 , 11513.32180524853 , 126566177.67819475
